customer_id,Total_Spending_2022_2023,Average_Daily_Spending_2022_2023,Actual_Lifetime_2022_2023(days),Total_Spending_2023_2024,Average_Daily_Spending_2023_2024,Actual_Lifetime_2023_2024(days),LTV_2022_2023($),LTV_2023_2024($)
908,154.2,0.4469565217391304,345.0,85.0,0.3373015873015873,252.0,49.973282078472955,36.47909649296612
910,4.4,4.4,1.0,,,,491.9548780487805,
911,78.9,0.24427244582043345,323.0,133.5,0.4238095238095238,315.0,27.311595748697425,45.8349118288092
912,22.5,22.5,1.0,,,,2515.6783536585363,
913,10.7,10.7,1.0,37.3,0.1865,200.0,1196.3448170731706,20.16993619972261
915,,,,82.1,0.39095238095238094,210.0,,42.2814186645532
917,67.8,0.3244019138755981,209.0,,,,36.27070544987746,
918,200.4,0.587683284457478,341.0,114.89999999999999,0.4436293436293436,259.0,65.70764966740576,47.97842121892052
919,64.6,64.6,1.0,43.3,43.3,1.0,7222.792073170731,4682.885991678225
920,,,,122.0,1.6944444444444444,72.0,,183.25381414701803
922,19.4,0.12933333333333333,150.0,31.200000000000003,0.12283464566929135,254.0,14.460491869918696,13.284541374075815
923,61.4,0.3355191256830601,183.0,83.3,0.4063414634146341,205.0,37.51369785419165,43.94574473123372
929,22.1,22.1,1.0,42.0,42.0,1.0,2470.9551829268294,4542.291262135923
930,14.700000000000001,14.700000000000001,1.0,,,,1643.5765243902438,
933,127.5,0.4653284671532847,274.0,159.79999999999998,0.5105431309904153,313.0,52.02741120705002,55.215133400982836
936,60.2,1.1358490566037736,53.0,,,,126.99692820984812,
937,,,,15.600000000000001,15.600000000000001,1.0,,1687.1367545076284
939,,,,95.5,4.340909090909091,22.0,,469.4684150800656
940,74.6,5.328571428571428,14.0,81.7,1.7020833333333334,48.0,595.7765243902438,184.07995839112345
942,9.4,9.4,1.0,,,,1050.9945121951218,
945,70.60000000000001,0.8404761904761906,84.0,,,,93.97190040650408,
946,25.0,25.0,1.0,,,,2795.1981707317073,
947,70.3,1.2333333333333334,57.0,,,,137.89644308943087,
949,34.6,34.6,1.0,,,,3868.5542682926825,
951,37.7,0.23128834355828223,163.0,44.0,44.0,1.0,25.859870193027085,4758.590846047157
954,42.4,42.4,1.0,,,,4740.6560975609755,
955,,,,17.1,17.1,1.0,,1849.3614424410544
961,199.3,0.8338912133891214,239.0,9.6,0.05106382978723404,188.0,93.23564777018063,5.52254256794641
963,29.6,29.6,1.0,18.6,18.6,1.0,3309.5146341463415,2011.58613037448
968,,,,36.9,36.9,1.0,,3990.727323162275
969,11.0,11.0,1.0,,,,1229.8871951219512,
971,417.7,1.246865671641791,335.0,451.6,1.2406593406593407,364.0,139.4094657808518,134.1770495801009
973,536.9,1.534,350.0,194.1,1.5780487804878047,123.0,171.51335975609754,170.66564730557153
975,65.8,1.7783783783783782,37.0,,,,198.83679960448248,
976,124.2,0.38333333333333336,324.0,240.6,1.0693333333333332,225.0,42.859705284552845,115.64817753120666
977,,,,8.4,8.4,1.0,,908.4582524271846
984,19.9,19.9,1.0,5.3,5.3,1.0,2224.9777439024388,573.1938973647711
992,5.5,5.5,1.0,,,,614.9435975609756,
993,485.79999999999995,1.3801136363636362,352.0,668.4,1.8934844192634561,353.0,154.3076444706208,204.77994601454543
996,515.3,1.4765042979942693,349.0,108.8,0.5818181818181818,187.0,165.0848845132434,62.923515319631825
1001,19.4,0.44090909090909086,44.0,10.2,10.2,1.0,49.29713137472283,1103.1278779472955
1005,8.5,8.5,1.0,61.599999999999994,0.43076923076923074,143.0,950.3673780487804,46.58760268857356
1006,,,,6.4,6.4,1.0,,692.1586685159501
1009,129.7,0.7908536585365853,164.0,5.2,5.2,1.0,88.42370798631765,562.3789181692094
1017,232.8,0.7734219269102991,301.0,523.2,1.4493074792243767,361.0,86.4747022121384,156.74230235783634
1018,121.4,0.34685714285714286,350.0,236.6,0.7886666666666666,300.0,38.78137804878048,85.2941359223301
1026,1007.4,2.8139664804469273,358.0,320.40000000000003,0.8850828729281769,362.0,314.62375834582366,95.72152857066231
1027,169.9,0.5739864864864865,296.0,261.90000000000003,1.0351778656126485,253.0,64.17623908206987,111.9542708030678
1029,15.2,3.04,5.0,12.5,12.5,1.0,339.8960975609756,1351.872399445215
1030,28.0,28.0,1.0,,,,3130.621951219512,
1035,15.4,15.4,1.0,428.7,1.2608823529411763,340.0,1721.8420731707315,136.36416415109733
1038,4.5,4.5,1.0,,,,503.13567073170725,
1039,,,,18.1,18.1,1.0,,1957.5112343966716
1040,14.8,14.8,1.0,15.7,15.7,1.0,1654.7573170731707,1697.95173370319
1042,41.4,0.16299212598425197,254.0,61.3,0.3080402010050251,199.0,18.223811695794122,33.31448365265997
1043,,,,10.0,10.0,1.0,,1081.497919556172
1044,215.9,0.6406528189910979,337.0,502.3,1.4817109144542773,339.0,71.63006350872114,160.2467271365974
1047,,,,19.2,0.2909090909090909,66.0,,31.461757659815913
1049,11.0,11.0,1.0,48.0,48.0,1.0,1229.8871951219512,5191.190013869626
1050,13.6,0.4857142857142857,28.0,84.4,1.156164383561644,73.0,54.30670731707316,125.0389375486862
1054,75.8,0.4031914893617021,188.0,27.8,27.8,1.0,45.080004540736894,3006.5642163661582
1055,72.0,2.5714285714285716,28.0,,,,287.5060975609756,
1056,8.9,8.9,1.0,,,,995.0905487804878,
1058,266.3,0.8817880794701987,302.0,25.0,25.0,1.0,98.59089706832498,2703.74479889043
1059,4.8,4.8,1.0,,,,536.6780487804878,
1060,26.4,0.6769230769230768,39.0,39.5,0.29699248120300753,133.0,75.68536585365852,32.119675054487814
1063,,,,21.0,21.0,1.0,,2271.1456310679614
1064,134.3,0.5125954198473283,262.0,24.6,0.14057142857142857,175.0,57.31223119530813,15.202770754903904
1069,40.0,0.22598870056497175,177.0,141.0,0.5090252707581228,277.0,25.26732809700978,55.05097713264269
1070,56.7,0.19825174825174827,286.0,,,,22.166116962305985,
1071,23.4,0.7548387096774193,31.0,,,,84.39695121951218,
1072,138.3,0.8183431952662723,169.0,,,,91.49725609756098,
1073,292.1,0.8616519174041298,339.0,26.0,26.0,1.0,96.33951453341966,2811.8945908460473
1075,57.2,2.723809523809524,21.0,,,,304.5434959349593,
1076,14.2,14.2,1.0,5.3,5.3,1.0,1587.6725609756095,573.1938973647711
1080,359.8,0.9966759002770084,361.0,693.1999999999999,1.9043956043956043,364.0,111.43626613066684,205.9599884165765
1081,334.3,1.092483660130719,306.0,,,,122.14833313406663,
1082,14.9,14.9,1.0,,,,1665.9381097560974,
1084,,,,20.7,20.7,1.0,,2238.700693481276
1085,17.4,0.6444444444444444,27.0,,,,72.05399728997288,
1087,,,,12.3,1.23,10.0,,133.02424410540917
1088,26.0,26.0,1.0,,,,2907.0060975609754,
1094,,,,11.0,11.0,1.0,,1189.6477115117893
1095,13.4,0.268,50.0,,,,29.964524390243902,
1097,26.8,0.22148760330578512,121.0,,,,24.764069744003223,
1100,24.4,0.7870967741935483,31.0,,,,88.00365853658535,
1101,4.4,4.4,1.0,,,,491.9548780487805,
1102,5.0,5.0,1.0,,,,559.0396341463414,
1103,204.7,0.6624595469255663,309.0,,,,74.06822855000394,
1104,20.0,20.0,1.0,,,,2236.1585365853657,
1105,34.9,34.9,1.0,,,,3902.096646341463,
1106,14.8,14.8,1.0,87.9,0.9988636363636364,88.0,1654.7573170731707,108.02689446475856
1107,133.8,1.9114285714285717,70.0,,,,213.71286585365854,
1108,56.4,1.2533333333333334,45.0,,,,140.13260162601625,
1109,63.6,0.25853658536585367,246.0,97.4,0.37751937984496126,258.0,28.90643961927424,40.82864238944619
1110,12.4,0.5166666666666667,24.0,,,,57.767428861788616,
1111,6.2,6.2,1.0,,,,693.2091463414633,
1112,18.6,0.26956521739130435,69.0,,,,30.139528101802753,
1113,9.6,9.6,1.0,,,,1073.3560975609755,
1114,7.6,7.6,1.0,,,,849.7402439024389,
1115,46.599999999999994,0.3191780821917808,146.0,8.0,8.0,1.0,35.68663965920481,865.1983356449376
1116,,,,65.0,65.0,1.0,,7029.736477115118
1117,230.3,0.8498154981549816,271.0,253.3,0.8092651757188499,313.0,95.01610903609036,87.52186039091961
1118,16.8,16.8,1.0,,,,1878.3731707317072,
1119,19.6,19.6,1.0,,,,2191.4353658536584,
1121,4.4,4.4,1.0,,,,491.9548780487805,
1122,69.2,0.38659217877094976,179.0,,,,43.224070036789755,
1123,25.200000000000003,0.36000000000000004,70.0,,,,40.250853658536585,
1124,21.5,21.5,1.0,,,,2403.870426829268,
1125,9.8,2.45,4.0,,,,273.9294207317073,
1126,11.4,11.4,1.0,64.2,64.2,1.0,1274.6103658536585,6943.216643550625
1127,311.8,1.0569491525423729,295.0,88.5,0.9315789473684211,95.0,118.17529350971475,100.75006934812761
1128,15.8,0.17555555555555558,90.0,26.799999999999997,0.38840579710144923,69.0,19.6285027100271,42.006006150877404
1129,4.9,4.9,1.0,,,,547.8588414634146,
1130,8.2,8.2,1.0,,,,916.8249999999998,
1131,168.7,0.5222910216718266,323.0,211.5,0.7663043478260869,276.0,58.39627633466736,82.87565579207622
1132,389.0,1.1932515337423313,326.0,69.19999999999999,0.5088235294117647,136.0,133.41498017357472,55.029158848005224
1133,11.0,11.0,1.0,22.8,22.8,1.0,1229.8871951219512,2465.8152565880723
1134,94.4,2.4842105263157896,38.0,,,,277.75442875481383,
1135,21.4,21.4,1.0,,,,2392.689634146341,
1136,5.0,5.0,1.0,,,,559.0396341463414,
1137,10.3,10.3,1.0,,,,1151.6216463414635,
1138,11.9,11.9,1.0,,,,1330.5143292682926,
1139,9.8,9.8,1.0,,,,1095.7176829268292,
1140,13.700000000000001,13.700000000000001,1.0,,,,1531.7685975609756,
1141,9.8,9.8,1.0,,,,1095.7176829268292,
1142,9.4,9.4,1.0,146.7,0.5111498257839721,287.0,1050.9945121951218,55.28074731668656
1143,32.8,2.1866666666666665,15.0,21.7,21.7,1.0,244.48666666666662,2346.8504854368935
1144,303.9,1.040753424657534,292.0,449.8,1.2742209631728045,353.0,116.36448275141996,137.80673207262498
1145,10.0,10.0,1.0,,,,1118.0792682926829,
1146,28.4,0.18562091503267972,153.0,32.9,32.9,1.0,20.753889685955677,3558.1281553398057
1147,24.700000000000003,0.1885496183206107,131.0,,,,21.081341928877304,
1148,745.8,2.3601265822784807,316.0,1156.4,3.4519402985074628,335.0,263.8808602192034,373.32662512679326
1149,40.0,0.15037593984962405,266.0,81.8,0.4755813953488372,172.0,16.813222079589213,51.434028964938875
1150,115.0,0.5958549222797928,193.0,39.6,1.3655172413793104,29.0,66.6213035511184,147.68040556698074
1151,9.3,9.3,1.0,101.7,0.3632142857142857,280.0,1039.8137195121951,39.28154943530811
1152,77.3,19.325,4.0,15.9,0.37857142857142856,42.0,2160.6881859756095,40.9424212403408
1153,191.1,0.6612456747404845,289.0,158.4,0.4351648351648352,364.0,73.93250801755423,47.06298638947738
1154,11.4,11.4,1.0,,,,1274.6103658536585,
1155,4.4,4.4,1.0,,,,491.9548780487805,
1156,289.4,0.9335483870967741,310.0,381.8,1.0664804469273743,358.0,104.37810975609754,115.33963845992919
1157,10.8,10.8,1.0,,,,1207.5256097560975,
1158,32.9,32.9,1.0,,,,3678.480792682926,
1159,10.1,10.1,1.0,,,,1129.2600609756096,
1160,5.1,5.1,1.0,,,,570.2204268292681,
1161,19.6,0.22790697674418606,86.0,,,,25.481806579693703,
1162,13.5,13.5,1.0,,,,1509.4070121951218,
1163,14.5,14.5,1.0,,,,1621.21493902439,
1164,25.3,25.3,1.0,,,,2828.7405487804876,
1166,227.2,0.7548172757475082,301.0,31.5,31.5,1.0,84.39455473624503,3406.718446601942
1167,13.7,13.7,1.0,,,,1531.7685975609754,
1168,428.8,1.4486486486486487,296.0,296.0,0.8131868131868132,364.0,161.9704021094265,87.9459846672052
1169,11.399999999999999,11.399999999999999,1.0,8.6,8.6,1.0,1274.6103658536583,930.0882108183079
1170,8.3,8.3,1.0,,,,928.0057926829269,
1171,424.4,1.5103202846975088,281.0,1054.5,3.369009584664537,313.0,168.8657798802187,364.35768567795
1172,145.8,0.5244604316546763,278.0,150.7,0.6944700460829493,217.0,58.6388335672925,75.10679100327886
1173,10.8,10.8,1.0,,,,1207.5256097560975,
1174,5.5,5.5,1.0,,,,614.9435975609756,
1175,4.9,4.9,1.0,,,,547.8588414634146,
1176,5.0,5.0,1.0,,,,559.0396341463414,
1177,9.9,9.9,1.0,,,,1106.8984756097561,
1178,201.0,0.7730769230769231,260.0,57.7,0.7212500000000001,80.0,86.43612804878049,78.00303744798892
1179,12.4,12.4,1.0,,,,1386.4182926829267,
1180,4.4,4.4,1.0,,,,491.9548780487805,
1181,5.5,5.5,1.0,,,,614.9435975609756,
1182,44.2,0.42500000000000004,104.0,,,,47.51836890243902,
1183,8.2,0.16399999999999998,50.0,,,,18.336499999999997,
1184,5.4,5.4,1.0,,,,603.7628048780488,
1185,11.0,11.0,1.0,11.5,11.5,1.0,1229.8871951219512,1243.7226074895977
1186,65.2,0.5821428571428572,112.0,,,,65.08818597560976,
1187,27.6,27.6,1.0,,,,3085.8987804878047,
1188,26.1,26.1,1.0,,,,2918.1868902439023,
1189,36.8,36.8,1.0,,,,4114.531707317073,
1190,786.8,2.861090909090909,275.0,763.5999999999999,2.0978021978021975,364.0,319.89264301552106,226.87687125634417
1191,367.1,1.3697761194029852,268.0,187.7,0.6174342105263158,304.0,153.15182813068802,66.7753814147018
1192,160.4,0.7425925925925926,216.0,1649.1,4.658474576271186,354.0,83.02773825654923,503.8130562542608
1193,9.5,9.5,1.0,,,,1062.1753048780488,
1194,197.6,1.401418439716312,141.0,,,,156.68969036498873,
1195,10.0,10.0,1.0,,,,1118.0792682926829,
1196,108.2,0.9092436974789916,119.0,,,,101.66065279770444,
1197,57.3,57.3,1.0,115.2,115.2,1.0,6406.594207317073,12458.856033287102
1198,23.8,0.1576158940397351,151.0,13.8,13.8,1.0,17.622706347924407,1492.4671289875175
1199,10.1,0.3482758620689655,29.0,,,,38.940002102607224,
1200,9.2,9.2,1.0,12.9,12.9,1.0,1028.6329268292682,1395.132316227462
1201,5.5,5.5,1.0,,,,614.9435975609756,
1202,77.0,77.0,1.0,,,,8609.210365853658,
1203,68.9,0.5029197080291972,137.0,77.2,1.20625,64.0,56.23040991632544,130.45568654646326
1204,3.8,3.8,1.0,,,,424.87012195121946,
1205,13.4,13.4,1.0,,,,1498.226219512195,
1206,4.8,4.8,1.0,,,,536.6780487804878,
1207,18.8,18.8,1.0,,,,2101.9890243902437,
1208,12.6,12.6,1.0,,,,1408.7798780487803,
1209,9.3,9.3,1.0,26.200000000000003,1.2476190476190478,21.0,1039.8137195121951,134.9297404398653
1210,4.4,4.4,1.0,18.4,18.4,1.0,491.9548780487805,1989.9561719833564
1211,5.6,5.6,1.0,,,,626.1243902439023,
1212,17.1,17.1,1.0,,,,1911.9155487804878,
1213,20.2,20.2,1.0,,,,2258.520121951219,
1214,26.9,0.12117117117117117,222.0,80.3,0.23827893175074183,337.0,13.547897440123048,25.769816896249438
1215,7.8,0.04482758620689655,174.0,9.9,0.0543956043956044,182.0,5.012079478553406,5.882873298684673
1216,54.3,54.3,1.0,,,,6071.170426829268,
1217,22.7,0.9458333333333333,24.0,68.5,0.30580357142857145,224.0,105.75166412601625,33.07259262928473
1218,9.2,9.2,1.0,,,,1028.6329268292682,
1219,5.5,5.5,1.0,5.7,5.7,1.0,614.9435975609756,616.4538141470181
1220,6.8,6.8,1.0,,,,760.2939024390244,
1221,168.4,0.7451327433628319,226.0,,,,83.31174724800344,
1222,9.8,9.8,1.0,,,,1095.7176829268292,
1223,323.3,2.260839160839161,143.0,,,,252.7797394678492,
1224,272.3,1.2102222222222223,225.0,963.4000000000001,2.639452054794521,365.0,135.3124376693767,285.4561906028538
1225,26.6,26.6,1.0,38.8,38.8,1.0,2974.0908536585366,4196.211927877947
1226,8.6,8.6,1.0,,,,961.5481707317072,
1227,4.8,4.8,1.0,5.2,5.2,1.0,536.6780487804878,562.3789181692094
1229,30.8,30.8,1.0,771.6,2.6698961937716263,289.0,3443.684146341463,288.7487178994956
1230,8.2,8.2,1.0,,,,916.8249999999998,
1231,16.2,16.2,1.0,,,,1811.2884146341462,
1232,4.4,4.4,1.0,,,,491.9548780487805,
1233,8.8,0.44000000000000006,20.0,,,,49.19548780487805,
1234,18.6,18.6,1.0,,,,2079.6274390243902,
1235,5.5,5.5,1.0,,,,614.9435975609756,
1236,25.3,0.22792792792792793,111.0,107.0,0.4713656387665198,227.0,25.484149088112503,50.97809576762573
1237,12.4,12.4,1.0,,,,1386.4182926829267,
1238,12.2,12.2,1.0,,,,1364.056707317073,
1240,19.3,19.3,1.0,,,,2157.892987804878,
1241,7.6,7.6,1.0,50.8,50.8,1.0,849.7402439024389,5494.009431345354
1242,94.0,94.0,1.0,,,,10509.94512195122,
1243,38.9,38.9,1.0,,,,4349.328353658536,
1244,20.299999999999997,20.299999999999997,1.0,,,,2269.7009146341456,
1246,6.2,6.2,1.0,,,,693.2091463414633,
1247,13.6,13.6,1.0,,,,1520.5878048780487,
1248,6.2,6.2,1.0,,,,693.2091463414633,
1249,36.3,0.726,50.0,85.2,0.3021276595744681,282.0,81.17255487804877,32.675043527016264
1250,20.1,20.1,1.0,,,,2247.3393292682927,
1251,4.3,4.3,1.0,,,,480.7740853658536,
1252,5.0,5.0,1.0,,,,559.0396341463414,
1253,274.9,1.5890173410404622,173.0,767.8000000000001,2.1446927374301676,358.0,177.66473459749045,231.9480733617958
1254,28.3,28.3,1.0,,,,3164.1643292682925,
1255,591.4,3.01734693877551,196.0,779.5999999999999,2.4749206349206347,315.0,337.36330574912887,267.66215177333066
1256,31.400000000000002,0.28545454545454546,110.0,,,,31.916080931263856,
1257,8.8,8.8,1.0,,,,983.909756097561,
1258,165.7,3.3816326530612244,49.0,,,,378.09333623693374,
1260,8.8,8.8,1.0,,,,983.909756097561,
1261,19.1,19.1,1.0,,,,2135.5314024390245,
1262,9.6,9.6,1.0,,,,1073.3560975609755,
1263,32.4,0.2050632911392405,158.0,16.5,16.5,1.0,22.92770145106514,1784.471567267684
1264,8.8,1.1,8.0,19.2,1.3714285714285714,14.0,122.98871951219512,148.3197146819893
1265,22.3,22.3,1.0,,,,2493.316768292683,
1266,14.1,14.1,1.0,10.4,10.4,1.0,1576.4917682926828,1124.7578363384189
1267,,,,28.4,0.9793103448275862,29.0,,105.9122100530872
1268,114.1,0.89140625,128.0,,,,99.66628477515242,
1269,56.300000000000004,0.41397058823529415,136.0,115.19999999999999,0.3191135734072022,361.0,46.285193238880915,34.5120665742025
1270,403.2,2.2779661016949153,177.0,428.5,2.535502958579882,169.0,254.6946672178586,274.2141174732661
1271,214.79999999999998,1.2067415730337077,178.0,115.2,0.421978021978022,273.0,134.9232734995889,45.636835286765944
1272,167.4,1.0397515527950312,161.0,36.8,1.0514285714285714,35.0,116.25246553552492,113.7117812561918
1273,31.200000000000003,0.195,160.0,63.7,0.30772946859903383,207.0,21.802545731707315,33.28087800759815
1274,58.0,0.5858585858585859,99.0,146.9,0.4848184818481848,303.0,65.50363389997536,52.433017948119364
1275,20.4,20.4,1.0,,,,2280.8817073170726,
1276,4.4,4.4,1.0,,,,491.9548780487805,
1277,40.3,0.48554216867469874,83.0,,,,54.28746326770496,
1278,160.7,1.0931972789115645,147.0,,,,122.2281213704994,
1279,125.2,0.7542168674698795,166.0,682.0,1.8944444444444444,360.0,84.32742433147222,204.88377253814147
1280,5.0,5.0,1.0,,,,559.0396341463414,
1281,4.9,4.9,1.0,5.3,5.3,1.0,547.8588414634146,573.1938973647711
1282,122.2,0.9119402985074627,134.0,12.6,0.2863636363636364,44.0,101.96215416818347,30.970167696381292
1283,15.5,15.5,1.0,,,,1733.0228658536585,
1284,135.0,135.0,1.0,,,,15094.070121951218,
1285,20.4,20.4,1.0,,,,2280.8817073170726,
1286,9.4,9.4,1.0,,,,1050.9945121951218,
1287,6.0,6.0,1.0,,,,670.8475609756097,
1288,47.5,0.4439252336448598,107.0,26.8,0.4872727272727273,55.0,49.63436004103031,52.698444080191656
1289,13.8,13.8,1.0,50.0,50.0,1.0,1542.9493902439024,5407.48959778086
1290,185.3,1.2353333333333334,150.0,367.8,1.0849557522123894,339.0,138.12005894308942,117.33773888282008
1291,4.9,4.9,1.0,,,,547.8588414634146,
1292,10.3,10.3,1.0,,,,1151.6216463414635,
1293,3.8,3.8,1.0,,,,424.87012195121946,
1294,35.9,1.3296296296296295,27.0,,,,148.6631323396567,
1296,4.9,4.9,1.0,,,,547.8588414634146,
1297,275.5,1.9539007092198581,141.0,338.5,0.9455307262569832,358.0,218.4615875281093,102.25895133233638
1298,12.6,12.6,1.0,,,,1408.7798780487803,
1299,8.8,2.9333333333333336,3.0,,,,327.96991869918696,
1300,16.9,16.9,1.0,,,,1889.553963414634,
1301,4.9,4.9,1.0,116.6,0.55260663507109,211.0,547.8588414634146,59.76429261623206
1302,30.4,30.4,1.0,41.2,41.2,1.0,3398.9609756097557,4455.771428571429
1303,99.2,0.7294117647058824,136.0,461.7,1.3499999999999999,342.0,81.55401721664276,146.0022191400832
1304,47.2,0.4916666666666667,96.0,,,,54.97223069105691,
1305,19.8,19.8,1.0,,,,2213.7969512195123,
1306,10.2,0.12142857142857141,84.0,5.2,5.2,1.0,13.57667682926829,562.3789181692094
1307,12.7,12.7,1.0,,,,1419.960670731707,
1308,16.0,16.0,1.0,,,,1788.9268292682925,
1309,22.799999999999997,22.799999999999997,1.0,,,,2549.2207317073166,
1310,10.2,0.07906976744186046,129.0,24.7,0.19448818897637796,127.0,8.840626772546795,21.03385717562004
1311,4.4,4.4,1.0,,,,491.9548780487805,
1312,8.2,8.2,1.0,,,,916.8249999999998,
1313,22.4,22.4,1.0,,,,2504.4975609756093,
1314,72.6,0.8642857142857142,84.0,194.0,0.5773809523809523,336.0,96.633993902439,62.44362987913612
1315,4.0,4.0,1.0,24.6,24.6,1.0,447.23170731707313,2660.4848821081832
1316,11.9,11.9,1.0,,,,1330.5143292682926,
1317,57.8,0.5838383838383838,99.0,,,,65.27775930032027,
1318,9.3,9.3,1.0,,,,1039.8137195121951,
1320,21.6,21.6,1.0,,,,2415.051219512195,
1321,45.2,0.452,100.0,199.8,0.8089068825910931,247.0,50.53718292682927,87.48311106369358
1322,42.0,42.0,1.0,,,,4695.932926829268,
1323,9.8,3.266666666666667,3.0,,,,365.23922764227643,
1324,11.8,11.8,1.0,,,,1319.333536585366,
1325,78.0,1.0263157894736843,76.0,141.6,0.4481012658227848,316.0,114.7502406931964,48.4620586737829
1326,11.5,11.5,1.0,,,,1285.7911585365853,
1327,104.89999999999999,0.9803738317757008,107.0,1209.3999999999999,3.3316804407713496,363.0,109.61356564850693,360.3205465320205
1328,22.9,22.9,1.0,,,,2560.4015243902436,
1329,237.5,2.199074074074074,108.0,76.2,0.3463636363636364,220.0,245.87391316621495,37.459155213718326
1331,4.4,4.4,1.0,,,,491.9548780487805,
1332,6.0,6.0,1.0,,,,670.8475609756097,
1333,43.6,5.45,8.0,,,,609.3532012195121,
1334,9.3,9.3,1.0,5.3,5.3,1.0,1039.8137195121951,573.1938973647711
1335,47.3,2.7823529411764705,17.0,166.60000000000002,0.6584980237154151,253.0,311.0891140602582,71.21642426800723
1336,39.0,39.0,1.0,,,,4360.509146341463,
1337,60.199999999999996,0.6764044943820224,89.0,33.9,0.10303951367781154,329.0,75.62738421485338,11.143701967463292
1338,661.5,8.48076923076923,78.0,,,,948.2172256097559,
1339,14.1,14.1,1.0,,,,1576.4917682926828,
1340,8.2,8.2,1.0,,,,916.8249999999998,
1341,9.8,9.8,1.0,,,,1095.7176829268292,
1342,230.29999999999998,2.3499999999999996,98.0,1239.2,3.4043956043956047,364.0,262.7486280487804,368.18467635000235
1343,7.0,7.0,1.0,,,,782.655487804878,
1344,4.9,4.9,1.0,,,,547.8588414634146,
1345,12.1,12.1,1.0,,,,1352.8759146341463,
1346,8.9,8.9,1.0,23.599999999999998,0.5488372093023255,43.0,995.0905487804878,59.356630003548034
1347,39.7,39.7,1.0,,,,4438.7746951219515,
1348,9.3,9.3,1.0,,,,1039.8137195121951,
1349,4.4,4.4,1.0,,,,491.9548780487805,
1350,20.1,20.1,1.0,,,,2247.3393292682927,
1351,5.4,5.4,1.0,,,,603.7628048780488,
1352,12.0,12.0,1.0,,,,1341.6951219512193,
1353,10.2,10.2,1.0,15.8,1.58,10.0,1140.4408536585363,170.8766712898752
1354,11.9,11.9,1.0,,,,1330.5143292682926,
1356,4.9,4.9,1.0,,,,547.8588414634146,
1357,5.5,5.5,1.0,,,,614.9435975609756,
1358,14.0,14.0,1.0,,,,1565.310975609756,
1359,17.5,17.5,1.0,,,,1956.638719512195,
1360,11.9,11.9,1.0,,,,1330.5143292682926,
1361,5.4,5.4,1.0,,,,603.7628048780488,
1362,15.4,0.22647058823529412,68.0,21.200000000000003,0.09464285714285715,224.0,25.321206958393113,10.235605310085202
1363,11.5,11.5,1.0,,,,1285.7911585365853,
1364,5.6,5.6,1.0,148.9,1.0198630136986302,146.0,626.1243902439023,110.29797275473564
1365,4.4,4.4,1.0,,,,491.9548780487805,
1367,142.0,2.491228070175439,57.0,643.4,1.792200557103064,359.0,278.5390457851947,193.8261173934376
1368,9.5,9.5,1.0,14.5,14.5,1.0,1062.1753048780488,1568.1719833564493
1369,10.7,10.7,1.0,8.3,8.3,1.0,1196.3448170731706,897.6432732316229
1371,14.6,14.6,1.0,,,,1632.3957317073168,
1372,7.4,7.4,1.0,21.0,21.0,1.0,827.3786585365854,2271.1456310679614
1373,56.3,4.3307692307692305,13.0,,,,484.2143292682926,
1374,104.8,3.8814814814814813,27.0,15.0,15.0,1.0,433.9803974706413,1622.246879334258
1375,42.8,42.8,1.0,18.8,18.8,1.0,4785.379268292682,2033.2160887656034
1376,5.7,5.7,1.0,71.0,0.9466666666666667,75.0,637.3051829268293,102.38180305131762
1377,18.9,18.9,1.0,,,,2113.16981707317,
1378,24.7,24.7,1.0,48.8,6.971428571428571,7.0,2761.6557926829264,753.9585496334456
1379,45.4,1.3352941176470587,34.0,45.9,0.2622857142857143,175.0,149.2964670014347,28.366145432930455
1380,144.7,3.445238095238095,42.0,47.9,1.0413043478260868,46.0,385.2049288617886,112.61684857987095
1381,35.1,35.1,1.0,,,,3924.458231707317,
1382,74.8,2.0216216216216214,37.0,158.1,1.1212765957446809,141.0,226.03332234673692,121.26583055448992
1383,44.2,44.2,1.0,,,,4941.910365853659,
1384,50.8,50.8,1.0,,,,5679.842682926828,
1385,25.9,25.9,1.0,,,,2895.8253048780484,
1386,5.0,5.0,1.0,,,,559.0396341463414,
1387,20.799999999999997,20.799999999999997,1.0,,,,2325.60487804878,
1388,28.3,28.3,1.0,,,,3164.1643292682925,
1389,31.9,31.9,1.0,14.2,14.2,1.0,3566.672865853658,1535.7270457697641
1390,9.8,9.8,1.0,,,,1095.7176829268292,
1391,18.6,2.325,8.0,252.6,0.72378223495702,349.0,259.9534298780488,78.27689813177336
1393,16.4,16.4,1.0,,,,1833.6499999999996,
1394,14.8,14.8,1.0,183.8,2.552777777777778,72.0,1654.7573170731707,276.0823855755895
1395,54.3,2.4681818181818183,22.0,269.5,0.8923841059602649,302.0,275.9622921286031,96.5111554041021
1396,30.7,30.7,1.0,,,,3432.503353658536,
1397,19.7,19.7,1.0,,,,2202.616158536585,
1398,7.6,7.6,1.0,,,,849.7402439024389,
1399,10.7,10.7,1.0,5.1,5.1,1.0,1196.3448170731706,551.5639389736477
1400,160.5,20.0625,8.0,3438.5,10.024781341107872,343.0,2243.1465320121947,1084.1780164413694
1401,16.5,16.5,1.0,,,,1844.8307926829266,
1402,107.3,9.754545454545454,11.0,53.7,2.8263157894736843,19.0,1090.6355044345896,305.6654646324549
