customer_id,Total_Spending_2022_2023,Average_Daily_Spending_2022_2023,Actual_Lifetime_2022_2023(days),Total_Spending_2023_2024,Average_Daily_Spending_2023_2024,Actual_Lifetime_2023_2024(days),LTV_2022_2023($),LTV_2023_2024($)
1404,,,,18.4,18.4,1.0,,1989.9561719833564
1405,,,,220.4,1.0857142857142856,203.0,,117.41977412324152
1406,10.2,10.2,1.0,,,,1140.4408536585363,
1407,9.2,9.2,1.0,,,,1028.6329268292682,
1408,4.6,4.6,1.0,62.2,0.2152249134948097,289.0,514.3164634146341,23.27652961812938
1409,12.0,12.0,1.0,4.6,4.6,1.0,1341.6951219512193,497.4890429958391
1410,9.0,9.0,1.0,33.599999999999994,0.28235294117647053,119.0,1006.2713414634145,30.53641184629191
1411,23.299999999999997,7.766666666666666,3.0,49.2,0.15232198142414863,323.0,868.3748983739836,16.47359060128906
1412,5.2,5.2,1.0,10.4,0.52,20.0,581.4012195121951,56.23789181692095
1413,5.1,5.1,1.0,1437.1,3.948076923076923,364.0,570.2204268292681,426.9836978555425
1414,28.9,28.9,1.0,18.4,18.4,1.0,3231.2490853658533,1989.9561719833564
1415,1.7,1.7,1.0,7.2,0.04736842105263158,152.0,190.0734756097561,5.122884882108184
1416,10.5,10.5,1.0,,,,1173.983231707317,
1417,9.2,9.2,1.0,,,,1028.6329268292682,
1418,16.5,16.5,1.0,12.100000000000001,12.100000000000001,1.0,1844.8307926829266,1308.6124826629682
1419,28.099999999999998,28.099999999999998,1.0,8.9,8.9,1.0,3141.8027439024386,962.5331484049932
1420,13.0,13.0,1.0,11.6,11.6,1.0,1453.5030487804877,1254.5375866851596
1421,,,,677.8000000000001,1.903932584269663,356.0,,205.90991288628467
1422,,,,23.2,23.2,1.0,,2509.075173370319
1423,,,,10.1,10.1,1.0,,1092.3128987517337
1424,,,,61.1,0.4849206349206349,126.0,,52.44406578165247
1425,,,,204.7,0.6128742514970059,334.0,,66.2822227943558
1426,,,,18.599999999999998,0.052991452991452984,351.0,,5.7310146164515094
1427,,,,24.8,8.266666666666667,3.0,,894.0382801664356
1428,,,,109.2,0.3652173913043478,299.0,,39.498184888138454
1429,,,,55.800000000000004,55.800000000000004,1.0,,6034.758391123441
1430,,,,14.3,14.3,1.0,,1546.5420249653262
1431,,,,4.0,4.0,1.0,,432.5991678224688
1432,,,,286.9,0.8488165680473372,338.0,,91.79933524280051
1433,,,,45.0,0.24456521739130435,184.0,,26.44967738044986
1434,,,,14.7,14.7,1.0,,1589.8019417475728
1435,,,,49.0,49.0,1.0,,5299.339805825243
1436,,,,268.4,0.8133333333333332,330.0,,87.96183079056865
1437,,,,70.6,0.20583090379008745,343.0,,22.26056942293462
1438,,,,10.7,10.7,1.0,,1157.202773925104
1439,,,,17.1,1.1400000000000001,15.0,,123.29076282940362
1440,,,,15.0,15.0,1.0,,1622.246879334258
1441,,,,16.9,16.9,1.0,,1827.7314840499305
1442,,,,44.5,44.5,1.0,,4812.665742024966
1443,,,,4.0,4.0,1.0,,432.5991678224688
1444,,,,179.9,0.8775609756097561,205.0,,94.90803694056359
1445,,,,5.6,5.6,1.0,,605.6388349514563
1446,,,,15.1,0.604,25.0,,65.32247434119279
1447,,,,78.2,2.6965517241379313,29.0,,291.63150796307815
1449,,,,46.0,46.0,1.0,,4974.890429958391
1450,,,,20.5,20.5,1.0,,2217.0707350901525
1451,,,,51.2,0.23703703703703705,216.0,,25.635506241331488
1452,,,,5.6,5.6,1.0,,605.6388349514563
1453,,,,38.2,0.2358024691358025,162.0,,25.501987979657887
1454,,,,6.5,6.5,1.0,,702.9736477115118
1455,,,,11.1,0.5842105263157894,19.0,,63.18224687933425
1456,,,,9.2,9.2,1.0,,994.9780859916782
1457,,,,4.0,4.0,1.0,,432.5991678224688
1458,,,,9.399999999999999,9.399999999999999,1.0,,1016.6080443828016
1459,,,,82.2,27.400000000000002,3.0,,2963.3042995839114
1460,,,,5.2,5.2,1.0,,562.3789181692094
1461,,,,4.5,4.5,1.0,,486.6740638002774
1462,,,,5.1,5.1,1.0,,551.5639389736477
1463,,,,1164.3,5.8214999999999995,200.0,,629.5940138696255
1464,,,,55.8,0.38749999999999996,144.0,,41.90804438280166
1465,,,,83.9,0.7915094339622643,106.0,,85.60158061392721
1466,,,,11.8,11.8,1.0,,1276.167545076283
1467,,,,90.1,0.9288659793814432,97.0,,100.4566624247537
1468,,,,149.4,0.6760180995475114,221.0,,73.11121682429507
1469,,,,4.6,4.6,1.0,,497.4890429958391
1470,,,,12.600000000000001,12.600000000000001,1.0,,1362.6873786407768
1471,,,,68.1,2.27,30.0,,245.50002773925107
1472,,,,16.7,16.7,1.0,,1806.1015256588073
1473,,,,29.1,0.2575221238938053,113.0,,27.85096412308372
1474,,,,28.5,0.3202247191011236,89.0,,34.63223674983247
1475,,,,16.7,16.7,1.0,,1806.1015256588073
1476,,,,5.1,5.1,1.0,,551.5639389736477
1477,,,,10.9,10.9,1.0,,1178.8327323162275
1478,,,,34.6,1.9222222222222223,18.0,,207.8879334257975
1479,,,,5.8,5.8,1.0,,627.2687933425798
1480,,,,40.9,40.9,1.0,,4423.326490984743
1481,,,,390.0,1.3265306122448979,294.0,,143.46400973704323
1482,,,,18.8,2.35,8.0,,254.15201109570043
1483,,,,21.4,21.4,1.0,,2314.405547850208
1484,,,,48.0,0.19672131147540983,244.0,,21.275368909301744
1486,,,,27.5,27.5,1.0,,2974.119278779473
1487,,,,4.0,4.0,1.0,,432.5991678224688
1488,,,,33.7,33.7,1.0,,3644.6479889043003
1489,,,,106.4,106.4,1.0,,11507.137864077671
1490,,,,5.7,5.7,1.0,,616.4538141470181
1491,,,,9.2,9.2,1.0,,994.9780859916782
1492,,,,56.0,56.0,1.0,,6056.388349514564
1493,,,,5.7,5.7,1.0,,616.4538141470181
1494,,,,8.6,8.6,1.0,,930.0882108183079
1495,,,,44.2,44.2,1.0,,4780.2208044382805
1496,,,,5.0,5.0,1.0,,540.748959778086
1497,,,,98.0,2.45,40.0,,264.96699029126216
1498,,,,5.6,5.6,1.0,,605.6388349514563
1499,,,,59.8,1.0310344827586206,58.0,,111.50616480941221
1500,,,,4.6,4.6,1.0,,497.4890429958391
1501,,,,5.1,5.1,1.0,,551.5639389736477
1502,,,,54.7,0.314367816091954,174.0,,33.99881390788656
1503,,,,20.8,0.23908045977011494,87.0,,25.85650198479124
1504,,,,4.6,4.6,1.0,,497.4890429958391
1505,,,,9.399999999999999,0.05595238095238094,168.0,,6.051238359421437
1506,,,,17.9,17.9,1.0,,1935.8812760055478
1507,,,,102.0,102.0,1.0,,11031.278779472956
1508,,,,79.7,0.3741784037558686,213.0,,40.46731652048212
1509,,,,491.20000000000005,1.8466165413533837,266.0,,199.71119476916985
1510,,,,384.6,1.5082352941176471,255.0,,163.11533327894267
1511,,,,265.6,2.7957894736842106,95.0,,302.3640499306519
1512,,,,45.0,0.9183673469387755,49.0,,99.3212375102607
1513,,,,16.1,16.1,1.0,,1741.211650485437
1514,,,,21.1,21.1,1.0,,2281.960610263523
1515,,,,16.0,16.0,1.0,,1730.3966712898753
1516,,,,42.6,0.1868421052631579,228.0,,20.206934812760057
1517,,,,128.0,0.757396449704142,169.0,,81.91226846342605
1518,,,,36.8,1.472,25.0,,159.1964937586685
1519,,,,17.2,17.2,1.0,,1860.1764216366157
1520,,,,25.9,25.9,1.0,,2801.0796116504853
1521,,,,5.1,5.1,1.0,,551.5639389736477
1522,,,,79.5,0.4297297297297297,185.0,,46.475180867413876
1523,,,,117.3,0.7285714285714285,161.0,,78.79484842480682
1524,,,,277.1,1.5309392265193371,181.0,,165.57075884475984
1525,,,,49.2,0.4353982300884956,113.0,,47.08822800191475
1526,,,,37.2,37.2,1.0,,4023.17226074896
1527,,,,28.2,28.2,1.0,,3049.824133148405
1528,,,,17.2,0.13333333333333333,129.0,,14.41997226074896
1529,,,,15.1,15.1,1.0,,1633.0618585298198
1530,,,,32.8,32.8,1.0,,3547.313176144244
1531,,,,28.4,0.23278688524590163,122.0,,25.175853209340396
1532,,,,4.6,4.6,1.0,,497.4890429958391
1533,,,,26.0,0.13131313131313133,198.0,,14.201487832555795
1534,,,,99.9,16.650000000000002,6.0,,1800.6940360610267
1535,,,,5.7,5.7,1.0,,616.4538141470181
1536,,,,1730.8999999999999,7.365531914893617,235.0,,796.5807442382035
1537,,,,14.6,14.6,1.0,,1578.9869625520112
1538,,,,23.1,0.6078947368421053,38.0,,65.74368932038836
1539,,,,9.2,2.3,4.0,,248.74452149791955
1540,,,,71.3,0.7059405940594059,101.0,,76.34732838054957
1541,,,,32.2,32.2,1.0,,3482.423300970874
1542,,,,9.8,9.8,1.0,,1059.8679611650487
1543,,,,36.4,0.2581560283687943,141.0,,27.91952076017352
1544,,,,389.8,1.6947826086956521,230.0,,183.29038654043296
1545,,,,54.0,1.3846153846153846,39.0,,149.74586578470073
1546,,,,38.5,38.5,1.0,,4163.766990291262
1547,,,,4.6,4.6,1.0,,497.4890429958391
1548,,,,67.8,7.533333333333333,9.0,,814.7284327323163
1549,,,,5.2,5.2,1.0,,562.3789181692094
1550,,,,5.3,5.3,1.0,,573.1938973647711
1551,,,,1233.2,5.530044843049327,223.0,,598.0731992810186
1553,,,,32.2,32.2,1.0,,3482.423300970874
1554,,,,25.2,25.2,1.0,,2725.3747572815532
1555,,,,28.6,28.6,1.0,,3093.0840499306523
1556,,,,21.3,21.3,1.0,,2303.5905686546466
1557,,,,5.3,5.3,1.0,,573.1938973647711
1558,,,,11.0,1.1,10.0,,118.96477115117894
1559,,,,18.3,18.3,1.0,,1979.1411927877948
1560,,,,23.9,23.9,1.0,,2584.780027739251
1561,,,,5.4,5.4,1.0,,584.008876560333
1562,,,,5.3,5.3,1.0,,573.1938973647711
1563,,,,5.4,5.4,1.0,,584.008876560333
1564,,,,10.0,10.0,1.0,,1081.497919556172
1565,,,,120.89999999999999,0.5926470588235294,204.0,,64.09465611487313
1566,,,,18.0,0.6206896551724138,29.0,,67.12745707590034
1567,,,,123.9,1.6090909090909091,77.0,,174.02284705585677
1568,,,,70.1,0.3728723404255319,188.0,,40.32606604302535
1569,,,,203.70000000000002,1.385714285714286,147.0,,149.86471170992672
1570,,,,26.0,2.3636363636363638,11.0,,255.62678098600432
1571,,,,5.5,5.5,1.0,,594.8238557558947
1572,,,,141.6,1.026086956521739,138.0,,110.9710908761985
1573,,,,36.900000000000006,36.900000000000006,1.0,,3990.7273231622753
1574,,,,390.8,2.0460732984293193,191.0,,221.28240155107434
1575,,,,86.5,0.7456896551724138,116.0,,80.64618107035248
1576,,,,175.5,1.4625,120.0,,158.16907073509014
1577,,,,71.8,71.8,1.0,,7765.155062413315
1578,,,,4.5,4.5,1.0,,486.6740638002774
1579,,,,5.0,5.0,1.0,,540.748959778086
1580,,,,13.2,0.2693877551020408,49.0,,29.134229669676472
1581,,,,5.3,5.3,1.0,,573.1938973647711
1582,,,,142.0,2.6792452830188678,53.0,,289.7598199565593
1583,,,,5.4,5.4,1.0,,584.008876560333
1584,,,,5.5,5.5,1.0,,594.8238557558947
1585,,,,77.8,77.8,1.0,,8414.053814147019
1586,,,,411.8,2.250273224043716,183.0,,243.36658102362387
1587,,,,22.5,22.5,1.0,,2433.370319001387
1588,,,,15.4,15.4,1.0,,1665.506796116505
1589,,,,15.4,15.4,1.0,,1665.506796116505
1590,,,,408.4,2.4309523809523808,168.0,,262.90699425401226
1591,,,,47.8,47.8,1.0,,5169.560055478502
1592,,,,18.9,18.9,1.0,,2044.031067961165
1593,,,,18.0,18.0,1.0,,1946.6962552011096
1594,,,,18.8,0.11677018633540373,161.0,,12.628671358792568
1595,,,,15.600000000000001,15.600000000000001,1.0,,1687.1367545076284
1596,,,,25.0,1.7857142857142858,14.0,,193.1246284921736
1597,,,,15.399999999999999,15.399999999999999,1.0,,1665.5067961165048
1598,,,,78.0,78.0,1.0,,8435.683772538141
1599,,,,416.1,2.4476470588235295,170.0,,264.7125201925431
1600,,,,25.3,25.3,1.0,,2736.1897364771153
1601,,,,31.0,31.0,1.0,,3352.6435506241332
1602,,,,12.2,12.2,1.0,,1319.4274618585298
1603,,,,18.1,3.62,5.0,,391.5022468793343
1604,,,,10.1,10.1,1.0,,1092.3128987517337
1605,,,,17.9,17.9,1.0,,1935.8812760055478
1606,,,,14.5,14.5,1.0,,1568.1719833564493
1607,,,,15.4,15.4,1.0,,1665.506796116505
1608,,,,4.2,4.2,1.0,,454.2291262135923
1609,,,,48.4,0.9490196078431372,51.0,,102.63627315003671
1610,,,,14.8,14.8,1.0,,1600.6169209431348
1611,,,,268.9,1.691194968553459,159.0,,182.90238400544317
1612,,,,5.4,5.4,1.0,,584.008876560333
1613,,,,20.1,20.1,1.0,,2173.8108183079057
1614,,,,206.4,3.225,64.0,,348.7830790568655
1615,,,,10.8,0.1090909090909091,99.0,,11.798159122430969
1616,,,,10.6,10.6,1.0,,1146.3877947295423
1617,,,,23.8,1.830769230769231,13.0,,197.99731142643768
1618,,,,17.9,17.9,1.0,,1935.8812760055478
1619,,,,16.2,16.2,1.0,,1752.0266296809987
1620,,,,10.2,10.2,1.0,,1103.1278779472955
1621,,,,5.3,5.3,1.0,,573.1938973647711
1622,,,,10.1,10.1,1.0,,1092.3128987517337
1623,,,,4.2,4.2,1.0,,454.2291262135923
1624,,,,43.300000000000004,0.3436507936507937,126.0,,37.16576183871608
1625,,,,19.6,19.6,1.0,,2119.7359223300973
1626,,,,67.6,67.6,1.0,,7310.925936199722
1628,,,,116.6,0.7878378378378378,148.0,,85.20449825692543
1629,,,,10.1,10.1,1.0,,1092.3128987517337
1630,,,,263.7,1.7817567567567567,148.0,,192.6966225587585
1631,,,,153.0,153.0,1.0,,16546.91816920943
1632,,,,10.2,10.2,1.0,,1103.1278779472955
1633,,,,17.6,17.6,1.0,,1903.436338418863
1634,,,,20.5,20.5,1.0,,2217.0707350901525
1635,,,,4.9,4.9,1.0,,529.9339805825243
1636,,,,18.8,18.8,1.0,,2033.2160887656034
1637,,,,45.6,2.0727272727272728,22.0,,224.1650233261884
1638,,,,25.0,25.0,1.0,,2703.74479889043
1639,,,,21.2,21.2,1.0,,2292.7755894590846
1640,,,,222.2,2.1999999999999997,101.0,,237.92954230235782
1641,,,,403.3,2.9437956204379563,137.0,,318.37088391022206
1642,,,,24.0,24.0,1.0,,2595.595006934813
1643,,,,36.9,36.9,1.0,,3990.727323162275
1644,,,,13.2,13.2,1.0,,1427.577253814147
1645,,,,20.3,1.8454545454545455,11.0,,199.5855251544572
1646,,,,29.900000000000002,29.900000000000002,1.0,,3233.678779472955
1647,,,,5.4,5.4,1.0,,584.008876560333
1648,,,,9.0,9.0,1.0,,973.3481276005548
1649,,,,155.6,5.36551724137931,29.0,,580.2795733894495
1650,,,,26.9,0.4014925373134328,67.0,,43.42133438218064
1651,,,,4.8,4.8,1.0,,519.1190013869625
1652,,,,47.3,1.5766666666666667,30.0,,170.51617198335646
1653,,,,24.0,0.23076923076923078,104.0,,24.957644297450127
1654,,,,239.5,2.7528735632183907,87.0,,297.7227031421876
1655,,,,7.5,7.5,1.0,,811.123439667129
1656,,,,50.6,1.1767441860465118,43.0,,127.26463890591235
1657,,,,10.2,10.2,1.0,,1103.1278779472955
1658,,,,11.1,11.1,1.0,,1200.462690707351
1659,,,,5.5,5.5,1.0,,594.8238557558947
1660,,,,9.6,9.6,1.0,,1038.238002773925
1661,,,,27.6,0.32093023255813957,86.0,,34.708537883430644
1662,,,,5.4,5.4,1.0,,584.008876560333
1663,,,,5.4,5.4,1.0,,584.008876560333
1664,,,,10.5,10.5,1.0,,1135.5728155339807
1665,,,,13.3,13.3,1.0,,1438.392233009709
1666,,,,14.899999999999999,0.21285714285714283,70.0,,23.020455716267087
1667,,,,7.4,7.4,1.0,,800.3084604715674
1668,,,,5.5,5.5,1.0,,594.8238557558947
1669,,,,4.8,4.8,1.0,,519.1190013869625
1670,,,,4.8,4.8,1.0,,519.1190013869625
1671,,,,15.899999999999999,15.899999999999999,1.0,,1719.5816920943134
1672,,,,5.4,5.4,1.0,,584.008876560333
1673,,,,4.2,4.2,1.0,,454.2291262135923
1674,,,,4.8,4.8,1.0,,519.1190013869625
1675,,,,5.9,5.9,1.0,,638.0837725381415
1676,,,,9.0,9.0,1.0,,973.3481276005548
1677,,,,46.1,0.8087719298245615,57.0,,87.46851595006936
1678,,,,108.6,1.9392857142857143,56.0,,209.7333465425005
1679,,,,19.5,19.5,1.0,,2108.9209431345353
1680,,,,22.5,22.5,1.0,,2433.370319001387
1681,,,,8.2,8.2,1.0,,886.828294036061
1682,,,,54.599999999999994,0.747945205479452,73.0,,80.89011836680409
1683,,,,20.5,20.5,1.0,,2217.0707350901525
1684,,,,10.8,10.8,1.0,,1168.017753120666
1685,,,,29.299999999999997,29.299999999999997,1.0,,3168.788904299584
1687,,,,15.8,15.8,1.0,,1708.7667128987518
1688,,,,4.8,4.8,1.0,,519.1190013869625
1689,,,,25.0,25.0,1.0,,2703.74479889043
1690,,,,15.8,15.8,1.0,,1708.7667128987518
1691,,,,5.9,5.9,1.0,,638.0837725381415
1692,,,,66.0,66.0,1.0,,7137.886269070736
1693,,,,10.200000000000001,10.200000000000001,1.0,,1103.1278779472957
1694,,,,88.8,44.4,2.0,,4801.850762829404
1695,,,,21.200000000000003,21.200000000000003,1.0,,2292.775589459085
1696,,,,10.0,10.0,1.0,,1081.497919556172
1697,,,,42.0,1.2727272727272727,33.0,,137.6451897616946
1698,,,,32.6,32.6,1.0,,3525.683217753121
1699,,,,9.0,9.0,1.0,,973.3481276005548
1700,,,,13.9,13.9,1.0,,1503.2821081830791
1701,,,,4.2,4.2,1.0,,454.2291262135923
1702,,,,9.4,9.4,1.0,,1016.6080443828017
1703,,,,19.2,19.2,1.0,,2076.47600554785
1704,,,,9.6,9.6,1.0,,1038.238002773925
1705,,,,6.4,6.4,1.0,,692.1586685159501
1706,,,,5.8,5.8,1.0,,627.2687933425798
1707,,,,5.4,5.4,1.0,,584.008876560333
1708,,,,7.9,7.9,1.0,,854.3833564493759
1709,,,,8.2,8.2,1.0,,886.828294036061
1710,,,,24.9,0.8586206896551724,29.0,,92.85964895499545
1711,,,,33.9,1.13,30.0,,122.20926490984743
1712,,,,8.4,1.2,7.0,,129.77975034674063
1713,,,,91.4,91.4,1.0,,9884.890984743413
1714,,,,12.0,12.0,1.0,,1297.7975034674064
1715,,,,113.4,113.4,1.0,,12264.18640776699
1716,,,,37.8,37.8,1.0,,4088.06213592233
1717,,,,23.7,23.7,1.0,,2563.1500693481275
1718,,,,1.8,1.8,1.0,,194.66962552011097
1719,,,,4.7,4.7,1.0,,508.30402219140086
1720,,,,12.9,12.9,1.0,,1395.132316227462
1721,,,,4.8,4.8,1.0,,519.1190013869625
1722,,,,36.300000000000004,2.4200000000000004,15.0,,261.72249653259365
1723,,,,5.2,5.2,1.0,,562.3789181692094
1724,,,,48.9,48.9,1.0,,5288.524826629681
1725,,,,55.9,55.9,1.0,,6045.573370319002
1726,,,,18.9,18.9,1.0,,2044.031067961165
1727,,,,4.8,4.8,1.0,,519.1190013869625
1728,,,,9.0,9.0,1.0,,973.3481276005548
1729,,,,6.1,6.1,1.0,,659.7137309292649
1730,,,,63.2,63.2,1.0,,6835.066851595007
1731,,,,15.3,15.3,1.0,,1654.6918169209432
1732,,,,4.8,4.8,1.0,,519.1190013869625
1733,,,,4.8,4.8,1.0,,519.1190013869625
1734,,,,5.4,5.4,1.0,,584.008876560333
1735,,,,4.2,4.2,1.0,,454.2291262135923
1736,,,,5.9,5.9,1.0,,638.0837725381415
1737,,,,24.9,24.9,1.0,,2692.929819694868
1738,,,,10.5,10.5,1.0,,1135.5728155339807
1739,,,,4.8,4.8,1.0,,519.1190013869625
1740,,,,21.0,21.0,1.0,,2271.1456310679614
1741,,,,4.8,4.8,1.0,,519.1190013869625
1742,,,,8.5,8.5,1.0,,919.2732316227463
1743,,,,4.8,4.8,1.0,,519.1190013869625
1744,,,,10.8,10.8,1.0,,1168.017753120666
1745,,,,51.5,51.5,1.0,,5569.714285714286
1746,,,,15.3,15.3,1.0,,1654.6918169209432
1747,,,,94.5,94.5,1.0,,10220.155339805826
1748,,,,4.8,4.8,1.0,,519.1190013869625
1749,,,,11.7,11.7,1.0,,1265.3525658807212
1750,,,,4.8,4.8,1.0,,519.1190013869625
1751,,,,10.0,10.0,1.0,,1081.497919556172
1752,,,,53.3,53.3,1.0,,5764.383911234397
1753,,,,4.8,4.8,1.0,,519.1190013869625
1754,,,,5.3,5.3,1.0,,573.1938973647711
1755,,,,4.2,4.2,1.0,,454.2291262135923
1756,,,,4.8,4.8,1.0,,519.1190013869625
